11226.5 12282.9
18223.4 28592.2
1377.72 9778
14767.2 49051.2
19502.8 47353.3
46824.1 49194.2
13856.8 8605.47
18955.7 47510.4
44171.9 11558
8463.6 10231.8
15301.4 48946.8
29063.7 9113.23
28524 8947.89
27011.7 5929.18
20739 46703.7
44933.3 39764.2
48107.1 37468.2
5255.88 6873.89
18650.8 29401.2
19794.7 45424.4
19418.9 44629.5
17628.2 28589.8
22201.7 47023
47235.1 35813.3
9032.33 19022.1
1720.98 6405.54
37087.9 11382.6
19440.6 11152.7
12096.1 11510
18538.9 47268.3
41849 12450.1
42841.5 49176.9
48069.5 39035.4
23910.8 8687.82
19413.7 3627.22
5438.94 10889.8
17119.5 29298.4
27665.1 8781.6
2671.19 8683.56
20575.9 21839
15682.8 49530.5
1024.23 7323.26
21972.3 5979.85
19772.7 6276.03
47279.2 37498.9
27039.8 4958.99
28458.6 44435.3
48067.1 41396.1
8684.34 13847.9
37932.4 11318.7
37489.2 10780.4
10710.9 10592.1
46156.1 35847.2
49689.6 36769.9
860.602 7927.81
36164.7 5552.72
6603.84 11745.9
8730.32 11416.3
20287.9 45734.8
45940.4 42356.5
1875.65 11454.1
20327.5 6245.86
17597.7 47722.7
11336.5 12209.6
12648.4 47025.4
899.805 6463.21
40408 8628.37
9408.72 13564.7
21144.6 29172.9
15571.3 4706.54
48202.7 41973.8
7076.55 10587.8
5102.02 12239.4
24288.5 7602.1
633.266 5836.78
22296.3 49968.4
13891.1 49297.5
36962 9957.45
15356.4 28048.9
20130 46238.3
13436.6 42893.2
48011.8 44242.2
22862.4 6620.78
23490.2 7082.51
48821.3 43503.7
7766.09 7973.06
44549.7 38986.6
18916.2 4219.58
5807.55 7598.48
23897.1 5329.46
45293.8 40032.9
28805.7 1557.95
13783.5 49691.8
2968.37 7350.75
13645.9 2017.73
4171.47 12114.5
20829.1 295.906
2085.53 9814.11
28533.5 9888.07
46507.7 45009.2
7702.67 3913.63
5841.87 8289.65
13077.4 14055.4
27017.4 11086.5
17458.4 48757.8
47995.9 38779
14194.7 49251.3
14565.8 49543.1
17293.9 40721.9
19495.1 5272.75
20809.1 48289.1
22101.8 47251.4
43154.4 42784.1
10978.4 10183.4
46400.4 42797
37032.7 11672
46508.6 43083.1
44400.6 38075.9
29287.5 15546.6
27917.7 10466.2
1332.95 5254.16
21253.7 48145
45140.3 39163
27535 8552.66
20615.3 49769.2
11255.1 11206.4
700.201 7407.85
6903.49 10383.1
18938.8 45949.4
20946.6 47901.1
5098.36 8401.88
23767.9 46190.9
28071.2 8761.73
26297.3 22880.8
28341.9 7204.28
19514.5 3264.43
8029.68 11541.2
44927.5 7290.53
8369.86 10550
48262.3 38860.2
25677.6 7644.47
49815.3 41872.9
37319.5 10089.6
4191.89 11248.5
46474.5 39131.1
45732.6 11583.7
6332.85 9563.71
45851.1 36399.5
4324.19 14956.7
3182.36 11001.3
22262.4 30982.3
49646.2 44359.1
39676.8 36442.6
46046.5 39777.8
6172.61 6514.3
7086.1 11134.2
11465.8 10754.4
41228.8 13032.8
249.239 7523.29
12911.6 23758.3
2167.26 11198.1
31506 12616.5
7172.06 8349.18
5925.85 10873.5
18453.3 25766.9
19006.9 45956.4
3079.19 1004.4
21473.9 6899.04
4038.23 5696.24
26246 22575.9
1496.94 6266.64
45785.1 40021.1
15393 49185.1
4325.42 8075.81
8573.88 12736.8
21120.8 6361.55
11796 10570
8530.49 12735.7
36513.7 9288.1
47460.8 44675.2
41738.9 14983.8
29440.8 3406.55
19612.6 46710.4
8492.3 9589.11
28511.5 11061.2
49411.7 38440.9
37458.9 11272.6
18701.4 48886.4
47470.2 38609.2
10992.1 14261.2
48213.4 48929.6
21894.6 4642.77
20378 46063.5
16572 10815.6
10753.6 12450.8
48950.4 42719.8
23881.8 49827.7
1654.86 16374.1
27021.5 6665.1
27956.4 10957.5
47963.5 36118.5
49164.9 38678.5
25583.5 2671.2
23620.1 6217.69
16948.5 49418.5
49035.9 41247.6
